WaitType,Time,MillisecondsWaiting
Replication,2018-02-12T12:00:00Z,0
SQL CLR,2018-02-12T12:00:00Z,0
Service Broker,2018-02-12T12:00:00Z,0
Tracing,2018-02-12T12:00:00Z,356
Tran Log IO,2018-02-12T12:00:00Z,1958431
Transaction,2018-02-12T12:00:00Z,0
Worker Thread,2018-02-12T12:00:00Z,238
Buffer IO,2018-02-12T13:00:00Z,658308
Buffer Latch,2018-02-12T13:00:00Z,366517
CPU,2018-02-12T13:00:00Z,5284516
Latch,2018-02-12T13:00:00Z,2473
Lock,2018-02-12T13:00:00Z,227930
Memory,2018-02-12T13:00:00Z,59947
Network IO,2018-02-12T13:00:00Z,71
OTHER,2018-02-12T13:00:00Z,25154094
Other Disk IO,2018-02-12T13:00:00Z,6647
Parallelism,2018-02-12T13:00:00Z,3741514
Preemptive,2018-02-12T13:00:00Z,86005
Replication,2018-02-12T13:00:00Z,0
SQL CLR,2018-02-12T13:00:00Z,0
Service Broker,2018-02-12T13:00:00Z,0
Tracing,2018-02-12T13:00:00Z,299
Tran Log IO,2018-02-12T13:00:00Z,2548324
Transaction,2018-02-12T13:00:00Z,0
Worker Thread,2018-02-12T13:00:00Z,98
Buffer IO,2018-02-12T14:00:00Z,350510
Buffer Latch,2018-02-12T14:00:00Z,136094
CPU,2018-02-12T14:00:00Z,3339372
Latch,2018-02-12T14:00:00Z,1924
Lock,2018-02-12T14:00:00Z,255595
Memory,2018-02-12T14:00:00Z,47222
Network IO,2018-02-12T14:00:00Z,17
OTHER,2018-02-12T14:00:00Z,24143732
Other Disk IO,2018-02-12T14:00:00Z,10088
Parallelism,2018-02-12T14:00:00Z,2156491
Preemptive,2018-02-12T14:00:00Z,66457
Replication,2018-02-12T14:00:00Z,0
SQL CLR,2018-02-12T14:00:00Z,0
Service Broker,2018-02-12T14:00:00Z,0
Tracing,2018-02-12T14:00:00Z,11
Tran Log IO,2018-02-12T14:00:00Z,2239541
Transaction,2018-02-12T14:00:00Z,0
Worker Thread,2018-02-12T14:00:00Z,0
Buffer IO,2018-02-12T15:00:00Z,665096
Buffer Latch,2018-02-12T15:00:00Z,267129
CPU,2018-02-12T15:00:00Z,5696166
Latch,2018-02-12T15:00:00Z,2748
Lock,2018-02-12T15:00:00Z,264970
Memory,2018-02-12T15:00:00Z,62825
Network IO,2018-02-12T15:00:00Z,46
OTHER,2018-02-12T15:00:00Z,24617532
Other Disk IO,2018-02-12T15:00:00Z,47670
Parallelism,2018-02-12T15:00:00Z,3228356
Preemptive,2018-02-12T15:00:00Z,81373
Replication,2018-02-12T15:00:00Z,0
SQL CLR,2018-02-12T15:00:00Z,0
Service Broker,2018-02-12T15:00:00Z,0
Tracing,2018-02-12T15:00:00Z,268
Tran Log IO,2018-02-12T15:00:00Z,2866902
Transaction,2018-02-12T15:00:00Z,0
Worker Thread,2018-02-12T15:00:00Z,2
Buffer IO,2018-02-12T16:00:00Z,478369
Buffer Latch,2018-02-12T16:00:00Z,166281
CPU,2018-02-12T16:00:00Z,4051089
Latch,2018-02-12T16:00:00Z,1035
Lock,2018-02-12T16:00:00Z,402943
Memory,2018-02-12T16:00:00Z,46663
Network IO,2018-02-12T16:00:00Z,23
OTHER,2018-02-12T16:00:00Z,25482846
Other Disk IO,2018-02-12T16:00:00Z,13533
Parallelism,2018-02-12T16:00:00Z,2465228
Preemptive,2018-02-12T16:00:00Z,75313
Replication,2018-02-12T16:00:00Z,0
SQL CLR,2018-02-12T16:00:00Z,0
Service Broker,2018-02-12T16:00:00Z,0
Tracing,2018-02-12T16:00:00Z,441
Tran Log IO,2018-02-12T16:00:00Z,2605947
Transaction,2018-02-12T16:00:00Z,0
Worker Thread,2018-02-12T16:00:00Z,0
Buffer IO,2018-02-12T17:00:00Z,538100
Buffer Latch,2018-02-12T17:00:00Z,95674
CPU,2018-02-12T17:00:00Z,5684627
Latch,2018-02-12T17:00:00Z,3418
Lock,2018-02-12T17:00:00Z,3144702
Memory,2018-02-12T17:00:00Z,78241
Network IO,2018-02-12T17:00:00Z,103
OTHER,2018-02-12T17:00:00Z,24034934
Other Disk IO,2018-02-12T17:00:00Z,9530
Parallelism,2018-02-12T17:00:00Z,3297450
Preemptive,2018-02-12T17:00:00Z,76174
Replication,2018-02-12T17:00:00Z,0
SQL CLR,2018-02-12T17:00:00Z,0
Service Broker,2018-02-12T17:00:00Z,0
Tracing,2018-02-12T17:00:00Z,876
Tran Log IO,2018-02-12T17:00:00Z,2220687
Transaction,2018-02-12T17:00:00Z,0
Worker Thread,2018-02-12T17:00:00Z,168
Buffer IO,2018-02-12T18:00:00Z,550010
Buffer Latch,2018-02-12T18:00:00Z,173692
CPU,2018-02-12T18:00:00Z,4449317
Latch,2018-02-12T18:00:00Z,552
Lock,2018-02-12T18:00:00Z,2036524
Memory,2018-02-12T18:00:00Z,44878
Network IO,2018-02-12T18:00:00Z,139
OTHER,2018-02-12T18:00:00Z,23767279
Other Disk IO,2018-02-12T18:00:00Z,10220
Parallelism,2018-02-12T18:00:00Z,2382207
Preemptive,2018-02-12T18:00:00Z,59963
Replication,2018-02-12T18:00:00Z,0
SQL CLR,2018-02-12T18:00:00Z,0
Service Broker,2018-02-12T18:00:00Z,0
Tracing,2018-02-12T18:00:00Z,168
Tran Log IO,2018-02-12T18:00:00Z,2574797
Transaction,2018-02-12T18:00:00Z,0
Worker Thread,2018-02-12T18:00:00Z,10
Buffer IO,2018-02-12T19:00:00Z,468911
Buffer Latch,2018-02-12T19:00:00Z,119690
CPU,2018-02-12T19:00:00Z,6045286
Latch,2018-02-12T19:00:00Z,2529
Lock,2018-02-12T19:00:00Z,2743263
Memory,2018-02-12T19:00:00Z,59108
Network IO,2018-02-12T19:00:00Z,153
OTHER,2018-02-12T19:00:00Z,24753477
Other Disk IO,2018-02-12T19:00:00Z,45809
Parallelism,2018-02-12T19:00:00Z,4758879
Preemptive,2018-02-12T19:00:00Z,73502
Replication,2018-02-12T19:00:00Z,0
SQL CLR,2018-02-12T19:00:00Z,0
Service Broker,2018-02-12T19:00:00Z,0
Tracing,2018-02-12T19:00:00Z,956
Tran Log IO,2018-02-12T19:00:00Z,2411198
Transaction,2018-02-12T19:00:00Z,0
Worker Thread,2018-02-12T19:00:00Z,157
Buffer IO,2018-02-12T20:00:00Z,292944
Buffer Latch,2018-02-12T20:00:00Z,213399
CPU,2018-02-12T20:00:00Z,4854809
Latch,2018-02-12T20:00:00Z,6032
Lock,2018-02-12T20:00:00Z,3048140
Memory,2018-02-12T20:00:00Z,60070
Network IO,2018-02-12T20:00:00Z,33
OTHER,2018-02-12T20:00:00Z,24172834
Other Disk IO,2018-02-12T20:00:00Z,500541
Parallelism,2018-02-12T20:00:00Z,2929722
Preemptive,2018-02-12T20:00:00Z,74557
Replication,2018-02-12T20:00:00Z,0
SQL CLR,2018-02-12T20:00:00Z,0
Service Broker,2018-02-12T20:00:00Z,0
Tracing,2018-02-12T20:00:00Z,438
Tran Log IO,2018-02-12T20:00:00Z,2092656
Transaction,2018-02-12T20:00:00Z,0
Worker Thread,2018-02-12T20:00:00Z,0
Buffer IO,2018-02-12T21:00:00Z,289280
Buffer Latch,2018-02-12T21:00:00Z,216690
CPU,2018-02-12T21:00:00Z,5036139
Latch,2018-02-12T21:00:00Z,3850
Lock,2018-02-12T21:00:00Z,3056408
Memory,2018-02-12T21:00:00Z,54262
Network IO,2018-02-12T21:00:00Z,36
OTHER,2018-02-12T21:00:00Z,24171969
Other Disk IO,2018-02-12T21:00:00Z,6764
Parallelism,2018-02-12T21:00:00Z,2851356
Preemptive,2018-02-12T21:00:00Z,75353
Replication,2018-02-12T21:00:00Z,0
SQL CLR,2018-02-12T21:00:00Z,0
Service Broker,2018-02-12T21:00:00Z,0
Tracing,2018-02-12T21:00:00Z,215
Tran Log IO,2018-02-12T21:00:00Z,1863257
Transaction,2018-02-12T21:00:00Z,0
Worker Thread,2018-02-12T21:00:00Z,6
Buffer IO,2018-02-12T22:00:00Z,521043
Buffer Latch,2018-02-12T22:00:00Z,125782
CPU,2018-02-12T22:00:00Z,4764263
Latch,2018-02-12T22:00:00Z,2133
Lock,2018-02-12T22:00:00Z,1885392
Memory,2018-02-12T22:00:00Z,58682
Network IO,2018-02-12T22:00:00Z,15
OTHER,2018-02-12T22:00:00Z,22476538
Other Disk IO,2018-02-12T22:00:00Z,7806
Parallelism,2018-02-12T22:00:00Z,3128895
Preemptive,2018-02-12T22:00:00Z,66534
Replication,2018-02-12T22:00:00Z,0
SQL CLR,2018-02-12T22:00:00Z,0
Service Broker,2018-02-12T22:00:00Z,0
Tracing,2018-02-12T22:00:00Z,95
Tran Log IO,2018-02-12T22:00:00Z,2978102
Transaction,2018-02-12T22:00:00Z,0
Worker Thread,2018-02-12T22:00:00Z,0
Buffer IO,2018-02-12T23:00:00Z,417038
Buffer Latch,2018-02-12T23:00:00Z,180295
CPU,2018-02-12T23:00:00Z,4861649
Latch,2018-02-12T23:00:00Z,3903
Lock,2018-02-12T23:00:00Z,2035583
Memory,2018-02-12T23:00:00Z,50962
Network IO,2018-02-12T23:00:00Z,62
OTHER,2018-02-12T23:00:00Z,21082320
Other Disk IO,2018-02-12T23:00:00Z,10522
Parallelism,2018-02-12T23:00:00Z,3247617
Preemptive,2018-02-12T23:00:00Z,55991
Replication,2018-02-12T23:00:00Z,0
SQL CLR,2018-02-12T23:00:00Z,0
Service Broker,2018-02-12T23:00:00Z,0
Tracing,2018-02-12T23:00:00Z,345
Tran Log IO,2018-02-12T23:00:00Z,2254379
Transaction,2018-02-12T23:00:00Z,0
Worker Thread,2018-02-12T23:00:00Z,2
Buffer IO,2018-02-13T00:00:00Z,238080
Buffer Latch,2018-02-13T00:00:00Z,63399
CPU,2018-02-13T00:00:00Z,3041757
Latch,2018-02-13T00:00:00Z,6456
Lock,2018-02-13T00:00:00Z,921421
Memory,2018-02-13T00:00:00Z,46482
Network IO,2018-02-13T00:00:00Z,23
OTHER,2018-02-13T00:00:00Z,17934960
Other Disk IO,2018-02-13T00:00:00Z,7336
Parallelism,2018-02-13T00:00:00Z,1736918
Preemptive,2018-02-13T00:00:00Z,42228
Replication,2018-02-13T00:00:00Z,0
SQL CLR,2018-02-13T00:00:00Z,0
Service Broker,2018-02-13T00:00:00Z,0
Tracing,2018-02-13T00:00:00Z,75
Tran Log IO,2018-02-13T00:00:00Z,949353
Transaction,2018-02-13T00:00:00Z,0
Worker Thread,2018-02-13T00:00:00Z,0
Buffer IO,2018-02-13T01:00:00Z,174119
Buffer Latch,2018-02-13T01:00:00Z,99443
CPU,2018-02-13T01:00:00Z,3812816
Latch,2018-02-13T01:00:00Z,2871
Lock,2018-02-13T01:00:00Z,1879949
Memory,2018-02-13T01:00:00Z,47968
Network IO,2018-02-13T01:00:00Z,124
OTHER,2018-02-13T01:00:00Z,18121010
Other Disk IO,2018-02-13T01:00:00Z,5888
Parallelism,2018-02-13T01:00:00Z,1681286
Preemptive,2018-02-13T01:00:00Z,43044
Replication,2018-02-13T01:00:00Z,0
SQL CLR,2018-02-13T01:00:00Z,0
Service Broker,2018-02-13T01:00:00Z,0
Tracing,2018-02-13T01:00:00Z,906
Tran Log IO,2018-02-13T01:00:00Z,990339
Transaction,2018-02-13T01:00:00Z,0
Worker Thread,2018-02-13T01:00:00Z,207
Buffer IO,2018-02-13T02:00:00Z,181319
Buffer Latch,2018-02-13T02:00:00Z,38771
CPU,2018-02-13T02:00:00Z,3004981
Latch,2018-02-13T02:00:00Z,981
Lock,2018-02-13T02:00:00Z,1146254
Memory,2018-02-13T02:00:00Z,48793
Network IO,2018-02-13T02:00:00Z,212
OTHER,2018-02-13T02:00:00Z,18124169
Other Disk IO,2018-02-13T02:00:00Z,9823
Parallelism,2018-02-13T02:00:00Z,1615004
Preemptive,2018-02-13T02:00:00Z,39704
Replication,2018-02-13T02:00:00Z,0
SQL CLR,2018-02-13T02:00:00Z,0
Service Broker,2018-02-13T02:00:00Z,0
Tracing,2018-02-13T02:00:00Z,316
Tran Log IO,2018-02-13T02:00:00Z,869504
Transaction,2018-02-13T02:00:00Z,0
Worker Thread,2018-02-13T02:00:00Z,5
Buffer IO,2018-02-13T03:00:00Z,205339
Buffer Latch,2018-02-13T03:00:00Z,95654
CPU,2018-02-13T03:00:00Z,3354276
Latch,2018-02-13T03:00:00Z,2438
Lock,2018-02-13T03:00:00Z,1897419
Memory,2018-02-13T03:00:00Z,54402
Network IO,2018-02-13T03:00:00Z,67
OTHER,2018-02-13T03:00:00Z,19239862
Other Disk IO,2018-02-13T03:00:00Z,9018
Parallelism,2018-02-13T03:00:00Z,1836019
Preemptive,2018-02-13T03:00:00Z,46365
Replication,2018-02-13T03:00:00Z,0
SQL CLR,2018-02-13T03:00:00Z,0
Service Broker,2018-02-13T03:00:00Z,0
Tracing,2018-02-13T03:00:00Z,834
Tran Log IO,2018-02-13T03:00:00Z,1022682
Transaction,2018-02-13T03:00:00Z,0
Worker Thread,2018-02-13T03:00:00Z,0
Buffer IO,2018-02-13T04:00:00Z,248654
Buffer Latch,2018-02-13T04:00:00Z,50724
CPU,2018-02-13T04:00:00Z,3041129
Latch,2018-02-13T04:00:00Z,4627
Lock,2018-02-13T04:00:00Z,1956758
Memory,2018-02-13T04:00:00Z,45638
Network IO,2018-02-13T04:00:00Z,152
OTHER,2018-02-13T04:00:00Z,15513966
Other Disk IO,2018-02-13T04:00:00Z,10803
Parallelism,2018-02-13T04:00:00Z,1769918
Preemptive,2018-02-13T04:00:00Z,33811
Replication,2018-02-13T04:00:00Z,0
SQL CLR,2018-02-13T04:00:00Z,0
Service Broker,2018-02-13T04:00:00Z,0
Tracing,2018-02-13T04:00:00Z,151
Tran Log IO,2018-02-13T04:00:00Z,799260
Transaction,2018-02-13T04:00:00Z,0
Worker Thread,2018-02-13T04:00:00Z,54
Buffer IO,2018-02-13T05:00:00Z,194628
Buffer Latch,2018-02-13T05:00:00Z,2
CPU,2018-02-13T05:00:00Z,173700
Latch,2018-02-13T05:00:00Z,40
Lock,2018-02-13T05:00:00Z,634411
Memory,2018-02-13T05:00:00Z,2066
Network IO,2018-02-13T05:00:00Z,31
OTHER,2018-02-13T05:00:00Z,8307508
Other Disk IO,2018-02-13T05:00:00Z,413813
Parallelism,2018-02-13T05:00:00Z,233297
Preemptive,2018-02-13T05:00:00Z,2562
Replication,2018-02-13T05:00:00Z,385
SQL CLR,2018-02-13T05:00:00Z,0
Service Broker,2018-02-13T05:00:00Z,0
Tracing,2018-02-13T05:00:00Z,15
Tran Log IO,2018-02-13T05:00:00Z,165977
Transaction,2018-02-13T05:00:00Z,0
Worker Thread,2018-02-13T05:00:00Z,0
Buffer IO,2018-02-13T06:00:00Z,489341
Buffer Latch,2018-02-13T06:00:00Z,4975
CPU,2018-02-13T06:00:00Z,1890296
Latch,2018-02-13T06:00:00Z,3946
Lock,2018-02-13T06:00:00Z,198269
Memory,2018-02-13T06:00:00Z,8005988
Network IO,2018-02-13T06:00:00Z,25
OTHER,2018-02-13T06:00:00Z,7114459
Other Disk IO,2018-02-13T06:00:00Z,6154
Parallelism,2018-02-13T06:00:00Z,1615743
Preemptive,2018-02-13T06:00:00Z,11653
Replication,2018-02-13T06:00:00Z,0
SQL CLR,2018-02-13T06:00:00Z,0
Service Broker,2018-02-13T06:00:00Z,0
Tracing,2018-02-13T06:00:00Z,132
Tran Log IO,2018-02-13T06:00:00Z,449786
Transaction,2018-02-13T06:00:00Z,0
Worker Thread,2018-02-13T06:00:00Z,0
Buffer IO,2018-02-13T07:00:00Z,474839
Buffer Latch,2018-02-13T07:00:00Z,37456
CPU,2018-02-13T07:00:00Z,2317970
Latch,2018-02-13T07:00:00Z,2467
Lock,2018-02-13T07:00:00Z,301289
Memory,2018-02-13T07:00:00Z,13334149
Network IO,2018-02-13T07:00:00Z,58
OTHER,2018-02-13T07:00:00Z,8949513
Other Disk IO,2018-02-13T07:00:00Z,7018
Parallelism,2018-02-13T07:00:00Z,1831816
Preemptive,2018-02-13T07:00:00Z,17766
Replication,2018-02-13T07:00:00Z,0
SQL CLR,2018-02-13T07:00:00Z,0
Service Broker,2018-02-13T07:00:00Z,0
Tracing,2018-02-13T07:00:00Z,7
Tran Log IO,2018-02-13T07:00:00Z,629348
Transaction,2018-02-13T07:00:00Z,0
Worker Thread,2018-02-13T07:00:00Z,1
Buffer IO,2018-02-13T08:00:00Z,383301
Buffer Latch,2018-02-13T08:00:00Z,15987
CPU,2018-02-13T08:00:00Z,2455616
Latch,2018-02-13T08:00:00Z,2274
Lock,2018-02-13T08:00:00Z,199422
Memory,2018-02-13T08:00:00Z,17258300
Network IO,2018-02-13T08:00:00Z,45
OTHER,2018-02-13T08:00:00Z,10357043
Other Disk IO,2018-02-13T08:00:00Z,5015
Parallelism,2018-02-13T08:00:00Z,1820641
Preemptive,2018-02-13T08:00:00Z,18737
Replication,2018-02-13T08:00:00Z,0
SQL CLR,2018-02-13T08:00:00Z,0
Service Broker,2018-02-13T08:00:00Z,0
Tracing,2018-02-13T08:00:00Z,2
Tran Log IO,2018-02-13T08:00:00Z,1097415
Transaction,2018-02-13T08:00:00Z,0
Worker Thread,2018-02-13T08:00:00Z,65
Buffer IO,2018-02-13T09:00:00Z,536945
Buffer Latch,2018-02-13T09:00:00Z,75142
CPU,2018-02-13T09:00:00Z,3508336
Latch,2018-02-13T09:00:00Z,1656
Lock,2018-02-13T09:00:00Z,242169
Memory,2018-02-13T09:00:00Z,22465179
Network IO,2018-02-13T09:00:00Z,41
OTHER,2018-02-13T09:00:00Z,12798579
Other Disk IO,2018-02-13T09:00:00Z,4116
Parallelism,2018-02-13T09:00:00Z,1912452
Preemptive,2018-02-13T09:00:00Z,30078
Replication,2018-02-13T09:00:00Z,0
SQL CLR,2018-02-13T09:00:00Z,0
Service Broker,2018-02-13T09:00:00Z,0
Tracing,2018-02-13T09:00:00Z,754
Tran Log IO,2018-02-13T09:00:00Z,1527733
Transaction,2018-02-13T09:00:00Z,0
Worker Thread,2018-02-13T09:00:00Z,327
Buffer IO,2018-02-13T10:00:00Z,463231
Buffer Latch,2018-02-13T10:00:00Z,72243
CPU,2018-02-13T10:00:00Z,3565931
Latch,2018-02-13T10:00:00Z,2771
Lock,2018-02-13T10:00:00Z,273949
Memory,2018-02-13T10:00:00Z,45262232
Network IO,2018-02-13T10:00:00Z,37
OTHER,2018-02-13T10:00:00Z,12782274
Other Disk IO,2018-02-13T10:00:00Z,2716
Parallelism,2018-02-13T10:00:00Z,1884515
Preemptive,2018-02-13T10:00:00Z,32599
Replication,2018-02-13T10:00:00Z,0
SQL CLR,2018-02-13T10:00:00Z,0
Service Broker,2018-02-13T10:00:00Z,0
Tracing,2018-02-13T10:00:00Z,380
Tran Log IO,2018-02-13T10:00:00Z,1022368
Transaction,2018-02-13T10:00:00Z,0
Worker Thread,2018-02-13T10:00:00Z,2
Buffer IO,2018-02-13T11:00:00Z,456880
Buffer Latch,2018-02-13T11:00:00Z,65895
CPU,2018-02-13T11:00:00Z,3517846
Latch,2018-02-13T11:00:00Z,1023
Lock,2018-02-13T11:00:00Z,1732019
Memory,2018-02-13T11:00:00Z,0
Network IO,2018-02-13T11:00:00Z,67
OTHER,2018-02-13T11:00:00Z,14397776
Other Disk IO,2018-02-13T11:00:00Z,0
Parallelism,2018-02-13T11:00:00Z,2091108
Preemptive,2018-02-13T11:00:00Z,22881
Replication,2018-02-13T11:00:00Z,0
SQL CLR,2018-02-13T11:00:00Z,0
Service Broker,2018-02-13T11:00:00Z,0
Tracing,2018-02-13T11:00:00Z,84
Tran Log IO,2018-02-13T11:00:00Z,1525931
Transaction,2018-02-13T11:00:00Z,0
Worker Thread,2018-02-13T11:00:00Z,0
Buffer IO,2018-02-13T12:00:00Z,368797
Buffer Latch,2018-02-13T12:00:00Z,15593
CPU,2018-02-13T12:00:00Z,3163096
Latch,2018-02-13T12:00:00Z,4879
Lock,2018-02-13T12:00:00Z,1216857
Memory,2018-02-13T12:00:00Z,0
Network IO,2018-02-13T12:00:00Z,458
OTHER,2018-02-13T12:00:00Z,12528831
Other Disk IO,2018-02-13T12:00:00Z,44036
Parallelism,2018-02-13T12:00:00Z,1885002
Preemptive,2018-02-13T12:00:00Z,20161
Replication,2018-02-13T12:00:00Z,0
SQL CLR,2018-02-13T12:00:00Z,0
Service Broker,2018-02-13T12:00:00Z,0
Tracing,2018-02-13T12:00:00Z,45
Tran Log IO,2018-02-13T12:00:00Z,1096515
Transaction,2018-02-13T12:00:00Z,0
Worker Thread,2018-02-13T12:00:00Z,0
Buffer IO,2018-02-13T13:00:00Z,920226
Buffer Latch,2018-02-13T13:00:00Z,117752
CPU,2018-02-13T13:00:00Z,5026463
Latch,2018-02-13T13:00:00Z,15564
Lock,2018-02-13T13:00:00Z,1080137
Memory,2018-02-13T13:00:00Z,0
Network IO,2018-02-13T13:00:00Z,18618
OTHER,2018-02-13T13:00:00Z,11615666
Other Disk IO,2018-02-13T13:00:00Z,14420
Parallelism,2018-02-13T13:00:00Z,9093884
Preemptive,2018-02-13T13:00:00Z,27909
Replication,2018-02-13T13:00:00Z,0
SQL CLR,2018-02-13T13:00:00Z,0
Service Broker,2018-02-13T13:00:00Z,0
Tracing,2018-02-13T13:00:00Z,5
Tran Log IO,2018-02-13T13:00:00Z,1088236
Transaction,2018-02-13T13:00:00Z,0
Worker Thread,2018-02-13T13:00:00Z,2
Buffer IO,2018-02-13T14:00:00Z,793973
Buffer Latch,2018-02-13T14:00:00Z,21634
CPU,2018-02-13T14:00:00Z,3047695
Latch,2018-02-13T14:00:00Z,4256
Lock,2018-02-13T14:00:00Z,874289
Memory,2018-02-13T14:00:00Z,0
Network IO,2018-02-13T14:00:00Z,352
OTHER,2018-02-13T14:00:00Z,11670425
Other Disk IO,2018-02-13T14:00:00Z,12375
Parallelism,2018-02-13T14:00:00Z,2148623
Preemptive,2018-02-13T14:00:00Z,14095
Replication,2018-02-13T14:00:00Z,0
SQL CLR,2018-02-13T14:00:00Z,0
Service Broker,2018-02-13T14:00:00Z,0
Tracing,2018-02-13T14:00:00Z,47
Tran Log IO,2018-02-13T14:00:00Z,754826
Transaction,2018-02-13T14:00:00Z,0
Worker Thread,2018-02-13T14:00:00Z,6
Buffer IO,2018-02-13T15:00:00Z,1777829
Buffer Latch,2018-02-13T15:00:00Z,34375
CPU,2018-02-13T15:00:00Z,5042037
Latch,2018-02-13T15:00:00Z,12497
Lock,2018-02-13T15:00:00Z,1417120
Memory,2018-02-13T15:00:00Z,0
Network IO,2018-02-13T15:00:00Z,25
OTHER,2018-02-13T15:00:00Z,13415972
Other Disk IO,2018-02-13T15:00:00Z,89141
Parallelism,2018-02-13T15:00:00Z,3093050
Preemptive,2018-02-13T15:00:00Z,23431
Replication,2018-02-13T15:00:00Z,0
SQL CLR,2018-02-13T15:00:00Z,0
Service Broker,2018-02-13T15:00:00Z,0
Tracing,2018-02-13T15:00:00Z,0
Tran Log IO,2018-02-13T15:00:00Z,1452580
Transaction,2018-02-13T15:00:00Z,0
Worker Thread,2018-02-13T15:00:00Z,429
Buffer IO,2018-02-13T16:00:00Z,1759475
Buffer Latch,2018-02-13T16:00:00Z,91744
CPU,2018-02-13T16:00:00Z,6030521
Latch,2018-02-13T16:00:00Z,6051
Lock,2018-02-13T16:00:00Z,1713020
Memory,2018-02-13T16:00:00Z,0
Network IO,2018-02-13T16:00:00Z,30
OTHER,2018-02-13T16:00:00Z,15722061
Other Disk IO,2018-02-13T16:00:00Z,12109
Parallelism,2018-02-13T16:00:00Z,3209388
Preemptive,2018-02-13T16:00:00Z,32238
Replication,2018-02-13T16:00:00Z,0
SQL CLR,2018-02-13T16:00:00Z,0
Service Broker,2018-02-13T16:00:00Z,0
Tracing,2018-02-13T16:00:00Z,84
Tran Log IO,2018-02-13T16:00:00Z,1726483
Transaction,2018-02-13T16:00:00Z,0
Worker Thread,2018-02-13T16:00:00Z,0
Buffer IO,2018-02-13T17:00:00Z,1318504
Buffer Latch,2018-02-13T17:00:00Z,126939
CPU,2018-02-13T17:00:00Z,5311364
Latch,2018-02-13T17:00:00Z,8264
Lock,2018-02-13T17:00:00Z,391132
Memory,2018-02-13T17:00:00Z,4338058
Network IO,2018-02-13T17:00:00Z,25
OTHER,2018-02-13T17:00:00Z,9958005
Other Disk IO,2018-02-13T17:00:00Z,10104
Parallelism,2018-02-13T17:00:00Z,2740721
Preemptive,2018-02-13T17:00:00Z,27389
Replication,2018-02-13T17:00:00Z,4
SQL CLR,2018-02-13T17:00:00Z,0
Service Broker,2018-02-13T17:00:00Z,0
Tracing,2018-02-13T17:00:00Z,230
Tran Log IO,2018-02-13T17:00:00Z,1150242
Transaction,2018-02-13T17:00:00Z,0
Worker Thread,2018-02-13T17:00:00Z,6
Service Broker,2018-02-13T18:00:00Z,0
Buffer IO,2018-02-13T19:00:00Z,162165
Buffer Latch,2018-02-13T19:00:00Z,71576
CPU,2018-02-13T19:00:00Z,1099712
Latch,2018-02-13T19:00:00Z,4
Lock,2018-02-13T19:00:00Z,1369280
Memory,2018-02-13T19:00:00Z,114065
Network IO,2018-02-13T19:00:00Z,37
OTHER,2018-02-13T19:00:00Z,34794547
Other Disk IO,2018-02-13T19:00:00Z,32287
Parallelism,2018-02-13T19:00:00Z,865541
Preemptive,2018-02-13T19:00:00Z,24751
SQL CLR,2018-02-13T19:00:00Z,0
Service Broker,2018-02-13T19:00:00Z,0
Tracing,2018-02-13T19:00:00Z,226
Tran Log IO,2018-02-13T19:00:00Z,670227
Transaction,2018-02-13T19:00:00Z,0
Worker Thread,2018-02-13T19:00:00Z,0
Buffer IO,2018-02-13T20:00:00Z,24230
Buffer Latch,2018-02-13T20:00:00Z,0
CPU,2018-02-13T20:00:00Z,150452
Latch,2018-02-13T20:00:00Z,0
Lock,2018-02-13T20:00:00Z,1539700
Memory,2018-02-13T20:00:00Z,4601
Network IO,2018-02-13T20:00:00Z,145
OTHER,2018-02-13T20:00:00Z,33350420
Other Disk IO,2018-02-13T20:00:00Z,32105
Parallelism,2018-02-13T20:00:00Z,0
Preemptive,2018-02-13T20:00:00Z,10966
SQL CLR,2018-02-13T20:00:00Z,0
Service Broker,2018-02-13T20:00:00Z,0
Tracing,2018-02-13T20:00:00Z,1
Tran Log IO,2018-02-13T20:00:00Z,270546
Transaction,2018-02-13T20:00:00Z,0
Worker Thread,2018-02-13T20:00:00Z,0
Buffer IO,2018-02-13T21:00:00Z,22374
Buffer Latch,2018-02-13T21:00:00Z,5
CPU,2018-02-13T21:00:00Z,349263
Latch,2018-02-13T21:00:00Z,0
Lock,2018-02-13T21:00:00Z,1263024
Memory,2018-02-13T21:00:00Z,4445
Network IO,2018-02-13T21:00:00Z,641
OTHER,2018-02-13T21:00:00Z,32967684
Other Disk IO,2018-02-13T21:00:00Z,439939
Parallelism,2018-02-13T21:00:00Z,0
Preemptive,2018-02-13T21:00:00Z,9722
SQL CLR,2018-02-13T21:00:00Z,0
Service Broker,2018-02-13T21:00:00Z,0
Tracing,2018-02-13T21:00:00Z,0
Tran Log IO,2018-02-13T21:00:00Z,412968
Transaction,2018-02-13T21:00:00Z,0
Worker Thread,2018-02-13T21:00:00Z,1
Buffer IO,2018-02-13T22:00:00Z,716
Buffer Latch,2018-02-13T22:00:00Z,0
CPU,2018-02-13T22:00:00Z,113957
Latch,2018-02-13T22:00:00Z,0
Lock,2018-02-13T22:00:00Z,1231624
Memory,2018-02-13T22:00:00Z,2861
Network IO,2018-02-13T22:00:00Z,31
OTHER,2018-02-13T22:00:00Z,35460410
Other Disk IO,2018-02-13T22:00:00Z,2303
Parallelism,2018-02-13T22:00:00Z,0
Preemptive,2018-02-13T22:00:00Z,7672
SQL CLR,2018-02-13T22:00:00Z,0
